Case,year,year0,rep,Station,istation,depth,lat,long,latx,longy,tots,spp,HP,JP,HB,V,ES2,ES10,ES15,ES50,ES100,ES200,ES500,GD,alpha,mxd,devs,region,period,SandClass,sqrttots,sqrtspp,lnspp,lnalpha,sqrtTOC,MED,Depth (m),% Gravel,% Fines,Disturb
83,1993,1,1,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,807,45,3.826038,0.696675,2.55603,0.694598,1.864452,6.458184,8.423734,16.716042,23.177485,30.781286,40.635473,6.723117,10.285012,0.906421,0.093579,far,pre,LE50,28.407745,6.708204,3.806662,2.330688,1.12,34,73.3,0.82,66.57,FALSE
84,1993,1,2,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,1121,52,3.933087,0.689962,2.645566,0.688786,1.879909,6.645621,8.657739,16.933066,23.28854,30.803353,41.955922,7.405322,11.283029,0.88601,0.11399,far,pre,LE50,33.481338,7.211103,3.951244,2.4233,1.12,37,73.3,0.82,66.57,FALSE
85,1993,1,3,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,993,46,3.84182,0.695533,2.585141,0.695139,1.89748,6.711138,8.548697,15.193208,20.266409,26.611715,36.925086,6.665961,9.977438,0.843671,0.156329,far,pre,LE50,31.511903,6.78233,3.828641,2.300326,1.12,29,73.3,0.82,66.57,FALSE
86,1993,1,1,NF02,14,26,42.3385,-70.828167,837943,2949130.5,597,45,2.668175,0.485842,1.741127,0.477564,1.602779,4.395503,5.839414,13.303917,20.107512,28.671247,42.194018,7.040141,11.286601,0.611505,0.388495,near,pre,G50,24.433583,6.708204,3.806662,2.423616,0.308,7,26,0,3.05,TRUE
87,1993,1,2,NF02,14,26,42.3385,-70.828167,837943,2949130.5,1628,49,2.187111,0.389532,1.466941,0.384608,1.497759,3.706159,4.879438,10.952165,16.313232,22.922028,33.512342,6.626002,9.518889,0.540184,0.459816,near,pre,G50,40.348482,7,3.89182,2.253278,0.308,21,26,0,3.05,TRUE
88,1993,1,3,NF02,14,26,42.3385,-70.828167,837943,2949130.5,492,35,3.003068,0.585475,1.971292,0.579182,1.709768,5.084629,6.684698,14.000199,19.843106,26.583683,0,5.646547,8.615976,0.765146,0.234854,near,pre,G50,22.181073,5.91608,3.555348,2.153618,0.308,12,26,0,3.05,FALSE
89,1993,1,1,NF04,16,34,42.4155,-70.8065,844112.4,2977241.3,706,50,4.057185,0.718868,2.70041,0.718487,1.907898,6.989388,9.044842,16.91815,23.195404,31.254982,44.289813,7.622398,12.291039,0.845158,0.154842,near,pre,G50,26.570661,7.071068,3.912023,2.50887,0.324,4,34,2.34,3.3,FALSE
90,1993,1,2,NF04,16,34,42.4155,-70.8065,844112.4,2977241.3,546,53,3.804112,0.664135,2.492317,0.660457,1.831448,6.220777,8.238056,17.702762,26.031204,36.176888,51.360917,8.409203,14.502658,0.796211,0.203789,near,pre,G50,23.366643,7.28011,3.970292,2.674332,0.324,55,34,2.34,3.3,FALSE
91,1993,1,3,NF04,16,34,42.4155,-70.8065,844112.4,2977241.3,1123,58,3.798611,0.648451,2.549065,0.64699,1.87371,6.356682,8.121199,15.655466,22.205852,30.686357,44.541862,8.257687,12.967229,0.763059,0.236941,near,pre,G50,33.511192,7.615773,4.060443,2.562425,0.324,2,34,2.34,3.3,FALSE
92,1993,1,1,NF08,20,28,42.4,-70.8635,828222.6,2971468.3,4951,49,2.493196,0.444047,1.709197,0.442691,1.703331,4.131388,5.024559,9.37937,13.367923,18.430089,26.393189,5.759729,7.553776,0.590616,0.409384,near,pre,LE50,70.363343,7,3.89182,2.022048,1.72,393,28,0,74.57,TRUE
93,1993,1,2,NF08,20,28,42.4,-70.8635,828222.6,2971468.3,3498,42,2.315197,0.429351,1.58214,0.427433,1.607175,4.04716,5.093115,9.619523,13.36292,17.92415,25.132933,5.147093,6.711325,0.644629,0.355371,near,pre,LE50,59.143892,6.480741,3.73767,1.903796,1.72,286,28,0,74.57,TRUE
94,1993,1,3,NF08,20,28,42.4,-70.8635,828222.6,2971468.3,2862,48,2.756769,0.493606,1.879962,0.49173,1.727824,4.660916,5.760998,10.595216,14.927387,20.566265,29.936684,6.030699,8.192674,0.6496,0.3504,near,pre,LE50,53.497664,6.928203,3.871201,2.10324,1.72,449,28,0,74.57,TRUE
95,1993,1,1,NF09,21,29,42.399833,-70.844833,833265,2971445.8,945,44,3.953096,0.724086,2.658763,0.723639,1.90289,6.885059,8.875021,16.287734,21.607635,27.69195,37.096487,6.422247,9.556952,0.926925,0.073075,near,pre,G50,30.740852,6.63325,3.78419,2.257269,0.704,105,29,5.01,33.34,FALSE
96,1993,1,2,NF09,21,29,42.399833,-70.844833,833265,2971445.8,1389,64,4.06094,0.676823,2.73435,0.675396,1.869823,6.658162,8.812467,18.446185,26.259523,35.274103,48.32538,8.844251,13.861312,0.859438,0.140562,near,pre,G50,37.26929,8,4.158883,2.629102,0.704,37,29,5.01,33.34,FALSE
97,1993,1,3,NF09,21,29,42.399833,-70.844833,833265,2971445.8,999,53,3.978128,0.694515,2.666977,0.693152,1.881328,6.674946,8.725727,17.418086,24.119081,32.047493,44.064473,7.673647,11.940413,0.883859,0.116141,near,pre,G50,31.606961,7.28011,3.970292,2.479929,0.704,83,29,5.01,33.34,FALSE
98,1993,1,1,NF10,22,32.91,42.392833,-70.838167,835085.4,2968908.8,1258,57,3.944349,0.676226,2.656417,0.675135,1.878732,6.640702,8.659945,16.94717,23.281599,31.012057,43.390934,7.986237,12.288997,0.849763,0.150237,near,pre,G50,35.468296,7.549834,4.043051,2.508704,0.735,115,32.9,0,33.88,FALSE
99,1993,1,2,NF10,22,32.91,42.392833,-70.838167,835085.4,2968908.8,881,48,3.549414,0.635531,2.371894,0.63315,1.843045,5.92167,7.550243,14.797456,20.942895,28.633826,40.810352,7.078542,10.897061,0.779192,0.220808,near,pre,G50,29.681644,6.928203,3.871201,2.388493,0.735,221,32.9,0,33.88,FALSE
100,1993,1,3,NF10,22,32.91,42.392833,-70.838167,835085.4,2968908.8,1707,55,3.543914,0.61299,2.400957,0.611709,1.853322,5.978222,7.53595,14.05198,19.513109,26.427988,37.478989,7.389997,10.861899,0.750089,0.249911,near,pre,G50,41.315857,7.416198,4.007333,2.385261,0.735,380,32.9,0,33.88,FALSE
101,1993,1,1,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,1322,50,3.730935,0.661061,2.521576,0.660365,1.879291,6.447615,8.210973,14.83504,19.770314,25.912263,36.716981,6.957102,10.278311,0.810586,0.189414,near,pre,LE50,36.359318,7.071068,3.912023,2.330036,1.4,329,34.9,0,61.99,FALSE
102,1993,1,2,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,1334,46,3.356465,0.607663,2.269476,0.606458,1.833368,5.797692,7.29633,13.004167,17.345788,22.647122,32.197436,6.392496,9.237816,0.755464,0.244536,near,pre,LE50,36.523965,6.78233,3.828641,2.223305,1.4,446,34.9,0,61.99,FALSE
103,1993,1,3,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,2338,49,3.294993,0.58685,2.247058,0.586083,1.827664,5.716514,7.188996,12.618825,16.381701,21.034475,29.09448,6.316833,8.765739,0.742088,0.257912,near,pre,LE50,48.35287,7,3.89182,2.170851,1.4,786,34.9,0,61.99,TRUE
104,1993,1,1,NF14,26,34.09,42.386667,-70.822667,839290.4,2966694.5,1072,44,3.799393,0.695932,2.561883,0.695272,1.890288,6.646475,8.50097,15.028809,19.715314,25.943977,36.07201,6.306181,9.238974,0.863901,0.136099,near,pre,G50,32.741411,6.63325,3.78419,2.223431,1.22,93,34.1,36.89,5.49,FALSE
105,1993,1,2,NF14,26,34.09,42.386667,-70.822667,839290.4,2966694.5,582,45,4.283159,0.779911,2.84182,0.780073,1.927723,7.470226,9.837695,18.513005,24.78289,32.306752,43.177348,7.068281,11.381258,1.048688,0.048688,near,pre,G50,24.124676,6.708204,3.806662,2.431968,1.22,48,34.1,36.89,5.49,FALSE
106,1993,1,3,NF14,26,34.09,42.386667,-70.822667,839290.4,2966694.5,847,54,4.132058,0.718008,2.762003,0.717973,1.909789,7.108693,9.287577,17.486529,23.482203,31.213267,44.637308,8.009848,12.845688,0.841238,0.158762,near,pre,G50,29.103264,7.348469,3.988984,2.553008,1.22,114,34.1,36.89,5.49,FALSE
107,1993,1,1,NF16,28,31.1,42.378333,-70.837667,835261.6,2963626,605,40,3.741162,0.702971,2.489468,0.702337,1.886755,6.545015,8.331611,14.968538,19.97217,26.247187,37.231038,6.244898,9.622559,0.849252,0.150748,near,pre,G50,24.596748,6.324555,3.688879,2.26411,0.93,136,31.1,0,36.64,FALSE
108,1993,1,2,NF16,28,31.1,42.378333,-70.837667,835261.6,2963626,992,52,3.839243,0.673499,2.573488,0.671951,1.857475,6.473456,8.50615,16.811702,22.944289,30.424159,42.335321,7.536534,11.67496,0.864739,0.135261,near,pre,G50,31.496031,7.211103,3.951244,2.457446,0.93,333,31.1,0,36.64,FALSE
109,1993,1,3,NF16,28,31.1,42.378333,-70.837667,835261.6,2963626,1170,60,4.214771,0.713535,2.834169,0.713121,1.905654,7.111781,9.375221,18.543771,25.289693,33.438698,46.277835,8.492859,13.387418,0.884188,0.115812,near,pre,G50,34.205263,7.745967,4.094345,2.594315,0.93,269,31.1,0,36.64,FALSE
110,1993,1,1,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,135,25,3.613605,0.778148,2.254186,0.774379,1.852073,6.49394,8.606097,16.942053,22.249707,0,0,5.096554,9.025467,0.965946,0.034054,near,pre,G50,11.61895,5,3.218876,2.20005,0.245,0,30.6,0.03,1.86,FALSE
111,1993,1,2,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,132,22,3.82885,0.858596,2.411268,0.857577,1.912329,7.098705,9.217264,16.499537,20.530185,0,0,4.50561,7.538635,1.116029,0.116028,near,pre,G50,11.489125,4.690416,3.091042,2.020041,0.245,6,30.6,0.03,1.86,FALSE
112,1993,1,3,NF17,29,30.6,42.381333,-70.814833,841422.3,2964768,327,27,2.327951,0.489591,1.501496,0.480053,1.585055,4.108894,5.320402,11.004717,15.738402,21.690787,0,4.663245,6.980393,0.660944,0.339056,near,pre,G50,18.083141,5.196152,3.295837,1.943105,0.245,2,30.6,0.03,1.86,TRUE
113,1994,2,1,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,436,43,4.312949,0.794828,2.828911,0.793731,1.908763,7.341288,9.869962,20.55109,27.715858,34.961971,0,7.075112,11.834676,1.050174,0.050174,far,pre,G50,20.880613,6.557439,3.7612,2.471034,0.592,24,35,0.55,20.5,FALSE
114,1994,2,2,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,952,67,4.300601,0.708958,2.867573,0.707973,1.894691,7.047488,9.400307,19.975291,28.361828,37.97365,53.792488,9.768807,16.437112,0.867882,0.132118,far,pre,G50,30.854497,8.185353,4.204693,2.799542,0.592,56,35,0.55,20.5,FALSE
115,1994,2,3,FF1A,12,35,42.564,-70.675833,878332.8,3031666.5,979,69,4.574284,0.748836,3.052816,0.748322,1.921279,7.481457,10.035423,21.630335,31.10941,41.507345,56.506969,10.019558,16.935562,0.921049,0.078951,far,pre,G50,31.288976,8.306624,4.234107,2.829416,0.592,78,35,0.55,20.5,FALSE
116,1994,2,1,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,451,43,4.111529,0.757709,2.700701,0.756813,1.907672,7.057473,9.225269,18.135353,25.180517,33.231488,0,7.035953,11.690144,0.930517,0.069483,far,pre,LE50,21.236761,6.557439,3.7612,2.458746,1.47,90,90,0,88.3,FALSE
117,1994,2,2,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,453,41,4.343034,0.810638,2.861755,0.810786,1.931821,7.588717,10.059341,19.402408,25.900753,32.722959,0,6.703846,10.941522,1.068105,0.068105,far,pre,LE50,21.283797,6.403124,3.713572,2.392565,1.47,57,90,0,88.3,FALSE
118,1994,2,3,FF04,2,90,42.288333,-70.425,947172.8,2931967.5,701,40,3.744953,0.703684,2.500522,0.702382,1.882694,6.474654,8.249062,15.245393,20.78949,27.399091,36.720065,6.104533,9.204058,0.88883,0.11117,far,pre,LE50,26.476405,6.324555,3.688879,2.219644,1.47,102,90,0,88.3,FALSE
119,1994,2,1,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,277,37,4.382586,0.841276,2.834919,0.842818,1.940041,7.782339,10.368257,19.835919,26.138582,33.145666,0,6.578927,11.474814,1.08257,0.08257,far,pre,LE50,16.643317,6.082763,3.610918,2.440155,0.894,26,65,0.4,58.9,FALSE
120,1994,2,2,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,332,38,4.267869,0.813249,2.779837,0.813399,1.924217,7.461989,9.905352,19.475302,25.782198,32.457927,0,6.545929,11.065536,1.04875,0.04875,far,pre,LE50,18.220867,6.164414,3.637586,2.403835,0.894,25,65,0.4,58.9,FALSE
121,1994,2,3,FF05,3,65,42.133333,-70.4225,948563.8,2875497.3,324,44,4.632203,0.848477,3.003583,0.850374,1.948267,8.065746,10.925556,21.998014,29.159758,37.186764,0,7.611478,13.74223,1.077435,0.077435,far,pre,LE50,18,6.63325,3.78419,2.620474,0.894,19,65,0.4,58.9,FALSE
122,1994,2,1,FF06,4,35,41.898333,-70.403333,954864.8,2789937,276,38,3.837314,0.731206,2.466894,0.728812,1.874783,6.559236,8.560875,17.390501,24.554612,33.204465,0,6.761084,11.938505,0.870515,0.129485,far,pre,LE50,16.613248,6.164414,3.637586,2.479769,1.1,1,35,0.1,69.85,FALSE
123,1994,2,2,FF06,4,35,41.898333,-70.403333,954864.8,2789937,394,34,3.435567,0.675301,2.25185,0.672238,1.835161,5.901393,7.548172,14.502248,19.999435,26.687529,0,5.68909,8.92383,0.848497,0.151503,far,pre,LE50,19.849433,5.830952,3.526361,2.188725,1.1,0,35,0.1,69.85,FALSE
124,1994,2,3,FF06,4,35,41.898333,-70.403333,954864.8,2789937,920,57,4.22432,0.724224,2.823531,0.723218,1.90357,7.048571,9.280293,18.973148,26.763641,35.571925,48.193134,8.352415,13.441772,0.903638,0.096362,far,pre,LE50,30.331502,7.549834,4.043051,2.598367,1.1,81,35,0.1,69.85,FALSE
125,1994,2,1,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,157,27,3.769635,0.792792,2.373183,0.790059,1.88535,6.689476,8.731911,17.340921,23.330286,0,0,5.33993,9.393454,1.028443,0.028443,far,pre,LE50,12.529964,5.196152,3.295837,2.240013,1.4,6,39,0.1,80.95,FALSE
126,1994,2,2,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,594,34,2.928832,0.575696,1.938433,0.570438,1.750739,4.805492,6.086229,12.714177,18.540841,25.080248,32.881504,5.323414,7.830606,0.726202,0.273799,far,pre,LE50,24.372115,5.830952,3.526361,2.05804,1.4,2,39,0.1,80.95,TRUE
127,1994,2,3,FF07,5,39,41.958333,-70.266667,991752.3,2812306.8,413,30,3.212259,0.654642,2.111032,0.649983,1.802405,5.420583,6.924322,14.025299,19.498927,25.000471,0,4.980536,7.434704,0.844539,0.155461,far,pre,LE50,20.322401,5.477226,3.401197,2.006159,1.4,4,39,0.1,80.95,FALSE
128,1994,2,1,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,2373,69,2.971067,0.48638,2.010136,0.483461,1.728642,4.783225,6.017968,12.108376,18.380131,27.256575,42.331821,8.878126,13.294404,0.570137,0.429863,far,pre,G50,48.713448,8.306624,4.234107,2.587343,0.632,83,50,2.65,16.65,TRUE
129,1994,2,2,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,2414,73,3.198171,0.516682,2.166509,0.514407,1.775741,5.183546,6.528951,12.869147,19.17347,27.926759,42.396737,9.372143,14.197198,0.596052,0.403948,far,pre,G50,49.132474,8.544004,4.290459,2.653045,0.632,68,50,2.65,16.65,TRUE
130,1994,2,3,FF09,6,50,42.3125,-70.656667,884403.8,2940068.5,1978,66,3.359109,0.55574,2.271975,0.553527,1.798824,5.494483,6.988257,13.789272,20.132729,28.651002,42.53683,8.695834,13.146627,0.663906,0.336094,far,pre,G50,44.474712,8.124038,4.189655,2.576165,0.632,84,50,2.65,16.65,TRUE
131,1994,2,1,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,1589,65,4.21244,0.699466,2.845215,0.698388,1.897222,6.942908,9.129653,18.777609,26.823938,36.297951,49.572291,8.818509,13.636363,0.8849,0.1151,near,pre,G50,39.862263,8.062258,4.174387,2.61274,0.806,165,28.7,1.6,46.45,FALSE
132,1994,2,2,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,3245,79,3.86258,0.61274,2.631364,0.611475,1.820692,6.212038,8.308122,18.073868,25.791367,34.530704,47.512293,9.771338,14.608657,0.804639,0.195361,near,pre,G50,56.964901,8.888194,4.369448,2.681614,0.806,292,28.7,1.6,46.45,FALSE
133,1994,2,3,FF10,7,28.71,42.414,-70.878667,824088.8,2976539.8,3316,85,4.072637,0.635417,2.775067,0.634507,1.864649,6.589788,8.723673,18.391918,26.33214,35.694901,49.775541,10.485394,15.903395,0.810047,0.189953,near,pre,G50,57.58472,9.219544,4.442651,2.766533,0.806,268,28.7,1.6,46.45,FALSE
134,1994,2,1,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,615,48,3.727835,0.667477,2.465821,0.665412,1.853643,6.294063,8.16756,16.031445,22.496296,30.603187,44.340947,7.474747,12.177732,0.806155,0.193845,far,pre,LE50,24.799194,6.928203,3.871201,2.499609,1.26,39,88.4,0.05,81.8,FALSE
135,1994,2,2,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,465,54,3.872441,0.672896,2.522741,0.670374,1.866796,6.42327,8.335763,16.897386,24.961365,36.31662,0,8.791871,15.814718,0.746477,0.253523,far,pre,LE50,21.563859,7.348469,3.988984,2.760941,1.26,9,88.4,0.05,81.8,TRUE
136,1994,2,3,FF11,8,88.42,42.658333,-70.5,925297.4,3066550.5,948,42,3.802806,0.705227,2.5562,0.70378,1.882151,6.539211,8.389541,15.672179,21.416248,28.19074,37.334555,6.127492,9.000215,0.923996,0.076004,far,pre,LE50,30.789609,6.480741,3.73767,2.197248,1.26,61,88.4,0.05,81.8,FALSE
137,1994,2,1,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,368,31,3.902525,0.787721,2.565544,0.786515,1.898042,6.901985,8.984953,16.813747,21.888413,26.895391,0,5.247049,8.069341,1.063042,0.063042,near,pre,G50,19.183326,5.567764,3.433987,2.088072,0.775,6,23.5,0.15,33.15,FALSE
138,1994,2,2,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,986,37,3.606287,0.692258,2.432374,0.691213,1.858657,6.299585,8.101523,14.796685,19.293305,24.028543,30.734725,5.367253,7.590663,0.956443,0.043557,near,pre,G50,31.400637,6.082763,3.610918,2.026919,0.775,6,23.5,0.15,33.15,FALSE
139,1994,2,3,FF12,9,23.47,42.39,-70.899667,818479.6,2967753.3,675,39,3.330195,0.630074,2.213725,0.626467,1.779866,5.629499,7.372636,14.989278,20.649383,26.845713,35.899042,5.98645,9.006995,0.835012,0.164988,near,pre,G50,25.980762,6.244998,3.663562,2.198001,0.775,6,23.5,0.15,33.15,FALSE
140,1994,2,1,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,1614,53,3.719461,0.649356,2.520883,0.648598,1.87614,6.373482,8.102098,14.837958,20.161331,26.677513,36.763761,7.175281,10.515673,0.805985,0.194015,near,pre,G50,40.174619,7.28011,3.970292,2.352867,0.949,302,20.7,0.1,37.55,FALSE
141,1994,2,2,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,1716,47,3.688474,0.664041,2.50482,0.662956,1.861648,6.286398,8.078213,15.3324,20.796207,26.916961,35.373873,6.31063,8.929228,0.904865,0.095135,near,pre,G50,41.42463,6.855655,3.850148,2.18933,0.949,268,20.7,0.1,37.55,FALSE
142,1994,2,3,FF13,10,20.73,42.319833,-70.823,839394,2942339.5,1188,42,3.321247,0.615922,2.240226,0.613824,1.818317,5.603967,7.11106,13.576425,18.602129,24.671576,33.648578,5.932181,8.487292,0.814931,0.185069,near,pre,G50,34.467376,6.480741,3.73767,2.13857,0.949,386,20.7,0.1,37.55,FALSE
143,1994,2,1,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,262,40,4.033311,0.757867,2.582985,0.75645,1.883478,6.919064,9.22645,18.963527,26.079512,35.425416,0,7.183464,13.155858,0.917672,0.082328,far,pre,LE50,16.186414,6.324555,3.688879,2.576867,1.14,10,73.3,0.1,75.45,FALSE
144,1994,2,2,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,869,47,4.283924,0.771241,2.873178,0.771134,1.925021,7.416661,9.769233,18.686482,24.832927,31.642003,41.483377,6.945119,10.647456,1.055018,0.055018,far,pre,LE50,29.478806,6.855655,3.850148,2.365321,1.14,126,73.3,0.1,75.45,FALSE
145,1994,2,3,FF14,11,73.31,42.416667,-70.654833,884523,2978031.8,624,46,3.968647,0.718494,2.63384,0.717605,1.881724,6.789807,8.940975,17.504773,23.489695,30.513548,42.426007,7.14713,11.454238,0.901325,0.098675,far,pre,LE50,24.979992,6.78233,3.828641,2.43836,1.14,63,73.3,0.1,75.45,FALSE
146,1994,2,1,NF02,14,26,42.3385,-70.828167,837943,2949130.5,1819,60,3.613537,0.611749,2.447652,0.610368,1.860994,6.069017,7.631563,14.150882,20.076214,27.963272,40.788479,7.99356,11.917648,0.720202,0.279798,near,pre,G50,42.649736,7.745967,4.094345,2.47802,0.447,353,26,0.7,10.6,TRUE
147,1994,2,1,NF04,16,34,42.4155,-70.8065,844112.4,2977241.3,1192,43,3.080734,0.567745,2.077847,0.565919,1.810913,5.226833,6.393837,11.484224,15.949521,21.615156,30.938348,6.070542,8.733613,0.68652,0.31348,near,pre,G50,34.525353,6.557439,3.7612,2.167179,0.1,3,34,0,2.4,TRUE
148,1994,2,1,NF05,17,36,42.427,-70.833833,836158.6,2981368.8,720,47,3.632423,0.65395,2.415872,0.651858,1.851426,6.148612,7.891366,15.079025,21.089443,29.10258,41.73221,7.14367,11.261959,0.790143,0.209857,near,pre,G50,26.832816,6.855655,3.850148,2.421431,0.894,11,36,2,34.2,FALSE
149,1994,2,1,NF07,19,32,42.41,-70.814833,841338.2,2975214.5,1291,51,3.066431,0.540585,2.057357,0.536484,1.687004,5.014234,6.676592,14.724211,21.372509,29.085568,39.976064,7.119751,10.602283,0.710653,0.289347,near,pre,G50,35.930488,7.141428,3.931826,2.361069,0.837,74,32,0.3,31.3,TRUE
150,1994,2,1,NF08,20,28,42.4,-70.8635,828222.6,2971468.3,2166,45,2.945103,0.536268,2.00368,0.534391,1.760725,4.957688,6.184459,11.674901,16.334885,21.877793,30.188811,5.858889,8.034933,0.715046,0.284954,near,pre,LE50,46.540305,6.708204,3.806662,2.083799,1.38,271,28,0,84.3,TRUE
151,1994,2,1,NF09,21,29,42.399833,-70.844833,833265,2971445.8,1805,44,3.226034,0.59091,2.191868,0.589362,1.792069,5.479041,6.989429,13.441356,18.292649,23.378533,30.585695,5.867984,8.138848,0.819073,0.180927,near,pre,G50,42.485292,6.63325,3.78419,2.096649,0.775,255,29,0.6,39.8,FALSE
152,1994,2,1,NF10,22,32.91,42.392833,-70.838167,835085.4,2968908.8,2906,60,3.093821,0.523765,2.108179,0.522225,1.748171,5.167665,6.63374,13.113651,18.419626,24.593377,33.851409,7.523952,10.69886,0.694979,0.305021,near,pre,G50,53.907328,7.745967,4.094345,2.370137,0.707,366,32.9,0,35.6,TRUE
153,1994,2,1,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,2629,51,2.977978,0.524992,2.029039,0.523282,1.74293,5.017996,6.381974,12.332691,17.06099,22.582849,31.161394,6.476718,8.973308,0.715213,0.284787,near,pre,LE50,51.273775,7.141428,3.931826,2.194254,1.32,436,34.9,0,85.85,TRUE
154,1994,2,2,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,3214,53,3.155763,0.550944,2.157301,0.549942,1.797511,5.371536,6.75461,12.414038,16.64043,21.624934,29.774254,6.563247,9.014826,0.733104,0.266896,near,pre,LE50,56.692151,7.28011,3.970292,2.198871,1.32,658,34.9,0,85.85,TRUE
155,1994,2,3,NF12,24,34.93,42.39,-70.8305,837164.6,2967892.5,3042,54,3.493676,0.60708,2.387728,0.606261,1.842686,5.967049,7.581187,13.954963,18.678215,24.29,33.425544,6.73294,9.325492,0.808693,0.191307,near,pre,LE50,55.154329,7.348469,3.988984,2.232752,1.32,495,34.9,0,85.85,FALSE
156,1994,2,1,NF13,25,33.82,42.39,-70.8225,839325.8,2967909.8,1818,54,3.397691,0.590401,2.304377,0.589074,1.838533,5.739888,7.172989,13.237043,18.359668,24.671311,35.26515,7.194731,10.457122,0.719914,0.280086,near,pre,G50,42.638011,7.348469,3.988984,2.347283,0.447,0,33.8,4.7,4.6,TRUE
157,1994,2,1,NF14,26,34.09,42.386667,-70.822667,839290.4,2966694.5,1685,64,3.89291,0.648818,2.63166,0.6475,1.882316,6.484385,8.292592,16.001531,22.856861,31.853737,46.040899,8.614284,13.170552,0.773491,0.226509,near,pre,G50,41.048752,8,4.158883,2.577983,1.05,158,34.1,11.5,6.6,FALSE
158,1994,2,1,NF15,27,32.67,42.382167,-70.827833,837907.5,2965043.8,1586,65,4.525252,0.751407,3.060003,0.751137,1.931939,7.609883,10.123165,20.260687,28.093847,37.250394,50.315728,8.820771,13.643135,0.964515,0.035485,near,pre,G50,39.824616,8.062258,4.174387,2.613236,0.894,184,32.7,2.3,9.1,FALSE
159,1994,2,1,NF16,28,31.1,42.378333,-70.837667,835261.6,2963626,390,38,3.634388,0.692538,2.37639,0.690218,1.85612,6.227584,8.029402,15.622438,21.566081,28.951713,0,6.36927,10.412388,0.848601,0.151399,near,pre,G50,19.748418,6.164414,3.637586,2.342996,1.3,1,31.1,0.4,33.9,FALSE
